,TotalCharge
7458,1.2648486160062442
2177,-0.5084804682044036
7990,1.1477542812672608
2351,-0.37006722197650427
9177,0.5254681512988792
3502,-1.1397967312365922
2134,-0.7010829676738256
1480,-0.801319959858062
2793,-0.6137962156603464
4843,-0.7608791998355741
9780,0.35404696936831603
9934,1.230936532833451
4762,-0.9974460737404997
7191,0.7956865171932865
6041,1.212780189350016
9636,0.8195494545639768
3445,-0.8989922889485041
8149,0.6467578094815795
7765,1.3808201616569782
3620,-1.205150588216185
1952,-0.7316218131172753
555,-0.8469963019106621
4264,-1.1538604112583544
1163,-0.6876981040110778
1584,-0.7543042845314865
6151,1.315363117241316
9720,1.2333486030193597
5837,1.4378140915888236
5261,1.1001692138175847
5239,1.2979731873879734
7913,1.3534870354620652
9162,0.9297988120345628
1598,-1.2310773426479449
7182,1.1924548631875242
300,-0.9795116118188613
9660,0.7559018067795015
6947,0.7496659242452527
3794,-1.0144352220107067
4572,-1.3438402052171805
4335,-1.0527678721350984
2858,-1.0785811436868908
5694,0.5790611494131715
3142,-1.2733297957905756
1359,-1.1411062633581948
4533,-0.6446006342050312
9749,1.2334224465827617
5687,1.3318797666926867
486,-1.062141777716472
7836,1.619382112979904
9554,1.3737692479912664
5900,1.368985010663027
8116,0.8331852877313215
7362,0.40788167902243994
1152,-0.556015822424306
5382,1.0743615763920835
9741,1.2493377984464302
5424,1.5035518332765472
8807,1.093267821901371
5186,1.2842557135107804
8409,1.048216827046703
6189,0.9969395814269253
9702,1.1919122735260048
8269,0.8803749939906086
5314,1.2858912796417845
9903,0.946963541952313
665,-0.3650714356814763
3353,-0.7098763179116662
8851,1.2495171328146921
8061,-0.016441323856916087
642,-0.9048163220795649
9242,0.9926461056691213
176,-1.2025640559612318
6431,0.766597198425291
9910,1.2507325703489494
3438,-0.59950481080351
786,-0.7081774196879808
6391,1.3899020026440818
9065,1.1380257357807975
9927,1.357091610398566
3202,-1.2398507120100335
4803,-1.069131693846879
7835,1.36966978358327
7940,0.4946460313971388
91,-1.4214474227721343
5762,0.42982789433439034
9027,0.9218594823296605
9504,1.0427569899116855
8237,0.4318812957837748
1971,-0.7243979096672307
2905,-0.9233454494278697
530,-0.4525531259878791
3635,-1.0646101570593922
996,-0.7569708402763838
5852,1.5625289903397626
4226,-0.8759655047203432
5616,-0.06750988114534014
2312,-0.957864152887454
2154,-0.572764273242375
5317,0.8725668398082719
1427,-0.9967342795799189
8630,1.125324184219974
6032,1.1501214031971858
4415,-1.34909212410372
8818,0.07318549857487662
3085,-1.516965795660688
7798,0.4861269609211799
9153,0.9967859317763682
8209,1.431470424971348
9573,1.210075496844539
9534,0.27414135393221395
495,-1.0349010756849426
3749,-0.9270825276951097
2321,-0.8769890769546879
4267,-0.9546303474001063
3405,-1.2190198862943553
151,-1.3396972556647981
7369,0.8377016701463514
694,-0.6226688344408927
4417,-1.1568090049258473
5697,1.213349381040587
1738,-0.883575754942173
3001,-0.5480627894638525
167,-0.7008968020879653
6111,0.8899705293318136
4622,-0.4063507999024117
2865,-0.9668821691856833
8544,0.9355673244377141
4702,-1.2362918645855057
2883,-1.2283083002928474
3031,-0.9167118372053352
8183,0.5323993558338579
8980,1.156621471399258
8528,1.6082335695288894
5681,1.0102346334290049
7209,1.1089015591816307
5991,0.7443074500140354
2276,-0.6753289980073129
7132,0.02086068339727114
5705,1.6253272078172776
7998,1.5554482640552867
5292,1.3575690709544757
4304,-0.9748400001431352
7445,0.7471896422650812
428,-0.9369755168347453
7068,1.3477373279415192
6364,1.0399660701396272
4215,-1.0868624167905343
426,-0.6238726198277696
2223,-1.2658039175731284
100,-1.0933140807661248
9244,0.4820596024103148
3307,-0.395264802408255
2762,-1.1382737169145385
5857,0.33297862101507086
4738,-0.422245601698638
7092,0.07226864588394047
9632,0.8348135153715528
3286,-0.9762156965562016
7712,1.0417355637272363
7868,0.803174529715657
6067,1.362437242270931
9235,1.1527944484612045
3577,-0.7031487184272138
1465,-1.1858459287043472
7675,0.5188951568447514
2234,-1.1586558287772868
1744,-1.0075950532883884
9754,0.9521958858733712
6094,0.49996185065073884
8781,0.8503692811873507
9401,1.1055075071991767
8371,0.44092094044893493
5027,0.8649536142870893
9234,0.6068318331204166
3944,-1.1552831772098937
6862,1.2398541750895118
5350,1.4727398037996204
9422,0.7099926671600805
2121,-0.3273567658275921
4972,-1.0193002194299023
8576,0.976913757419101
3784,-0.9049202924408679
6872,1.0106254080626604
916,-1.035996648604194
9394,1.416601266698487
7252,1.4085500250092986
8012,0.6332788365545048
5821,0.9643507198716158
4403,-1.2858979615671442
4863,-0.8356046695768294
8515,0.635608807374892
5422,0.9208541090937769
7733,1.1810224118747343
1203,-1.1172826882760432
3768,-0.822522483341976
5357,0.7444267004890943
3852,-1.2964646906648023
1926,-1.1830003931320232
3114,-1.298232325779623
2641,-0.979548232263785
7639,1.1978381048251
7360,0.6566684412703446
8182,0.9489646566549406
7610,1.284014001970949
2728,-0.49976384280490516
9597,0.9281494862333594
4985,-0.7841586790309751
6846,1.3625390638304047
7698,1.1372262989422275
4012,-1.042040336523757
2626,-0.2503053655637756
7238,1.1550189284767318
8255,0.976576186843549
9565,1.3756740450025005
805,-1.008563807913971
4634,-1.121873335759039
5247,1.3384229485280503
5566,1.402547598212762
5739,1.0597506412632929
5143,1.3213669200048734
8265,0.7504254580402451
4459,-0.7802202362461729
1242,-0.6312002358746287
6945,1.3726097664491523
5740,0.812011448573216
5325,1.024791905844019
547,-1.048691891356231
3022,-1.2015162946853326
5761,0.7885984524180378
4031,-0.41560986314840237
26,-1.0040262094634609
4952,-0.5781675264856327
5152,1.619203695922988
2508,-1.5474403517970663
1433,-1.1572721026793478
2582,-1.202277424602068
1302,-1.1275635331646294
5812,0.5737329464563923
7349,1.0877015766501466
5281,1.4278355787604096
6114,1.1858204088731736
1221,-0.9480581432097035
7435,0.040487018313647066
2548,-0.8978324184663793
750,-0.7839444152812568
437,-0.8312426027803941
4371,-0.549697942346095
4448,-1.2627223903558746
2847,-1.0482861003358317
1173,-0.7529985537481042
7495,0.3140645783593369
2699,-0.991714015748918
9888,0.905138731103669
9506,1.3077980505658306
6395,0.8027644915437225
2481,-0.4159639086357393
5456,1.1637393487932717
8444,1.4106520439600538
2706,-1.0314710577592108
4661,-0.7567264552326327
326,-0.7635326178473653
1039,-0.6682164052439672
2637,-1.2414278004600026
5022,0.942480641401434
2499,-1.5027327318054962
1004,-1.1938546218240347
2861,-1.326838913579367
3233,-0.9348174180548156
1870,-0.658735910836052
4245,-1.3796665098579826
6927,1.4305471511009864
8385,1.335480672383801
534,-1.0753962533684456
9827,1.2777327125250426
7148,0.8454708385964577
7365,0.5929937328011446
585,-0.5314381316466307
9914,0.5792478222722066
3035,-1.0248486743448704
4428,-0.7829329272479367
4089,-0.6455034974392756
1703,-0.7650910119507461
4295,-0.6989270346659853
5719,0.9750213441110467
491,-0.8760813872867933
6899,0.7765270937523346
4353,-1.041495319197759
2836,-1.2761362121618678
2266,-1.1916213718533781
7718,1.2014669885122855
9523,0.7803357704634558
8022,1.1132720890925498
4707,-1.2210034239356151
9843,0.9741531089214812
2900,-1.048615950360435
9618,0.11118328648546681
2944,-1.2331409349677345
1916,-1.2806016269238576
3185,-0.682324876661473
8626,1.025536304001792
9434,0.3285232398045903
7255,1.1616350365641503
4246,-0.9704068417173376
8615,0.8157100479227443
5146,0.6919454837268922
8565,1.4336545432876246
2518,-0.41570590793967055
397,-0.09604292717711495
1317,-0.8322237796362325
4560,-1.0013251100665284
121,-0.7077610103300886
2449,-0.7990535385331452
8855,1.2275314731148377
8108,1.0618269754963428
1566,-1.4691405426186057
1984,-0.8347651898047017
4333,-0.9314341151267213
7910,1.4268774470588763
9286,1.1763147700439363
3918,-0.9475845734298701
2173,-0.9931840548820493
3283,-0.8842270024259764
8495,1.4295353566856763
8584,0.5400529430542912
2333,-0.9083757497035193
573,-0.7251294874816239
3660,-1.2421967481626894
9075,1.3380927164432705
981,-0.5778484645011213
9370,1.117209189392196
1407,-0.8227942643477493
535,-1.206678588584063
4315,-1.3811980262802523
4598,-0.9253688341567147
8622,0.8867732406332077
8758,0.3581950512776829
1434,-0.8226344508235988
6994,0.7945981272805346
2579,-1.187468760260582
9403,1.7269373270254988
3269,-1.2763206348561695
9553,0.7793904811207752
3838,-1.1899044691012373
1867,-0.385986641198684
1454,-1.041960663905403
1786,-1.1362405733689325
9912,1.1233299493524458
7095,0.645127288562982
2521,-0.9509560279059559
4439,-0.4636479406786997
1820,-0.9626184262405569
5615,0.1033888919733291
2929,-0.7843216572792714
51,-0.9621186754775798
4726,-0.9216090414259102
5716,0.5773200924773078
5465,0.36291874605704666
469,-0.7170514680982609
2629,-1.3482409573263807
6513,1.2059732805025027
7467,0.9074705365467494
3945,-1.1072999581087128
6204,1.1214246936855388
4262,-0.8696872910193822
1858,-1.3080638275396959
9532,0.6379883130079961
865,-1.1686210130718346
6390,0.9705540378530599
7212,1.2858963248541906
4921,-1.1448886100230784
8101,1.3824103208763245
4792,-1.243697515849965
8854,0.9247912093934232
6250,1.433069298648488
5936,1.5294846837008615
425,-0.8472091319027457
188,-0.6891938108916541
5629,0.9904289641443671
4359,-0.7061076300127335
228,-0.8452237151491924
7757,1.0457432970005713
7677,0.5020358916054221
2741,-0.8127291004549118
1041,-0.9544638012693273
4075,-0.8806946561262522
9140,1.179683137308685
6118,1.3630422091040195
6902,1.1059854264107603
471,-0.5992874043451182
2921,-0.8100734763093317
1905,-1.0016063017694068
8876,0.7763174881096343
801,-1.2470628752508084
1487,-1.0237186820692716
8441,0.848957539024919
227,-0.95256263956296
7890,1.133971219628785
1128,-0.7910737691575279
5070,1.5486087906549688
9166,0.2661327672206428
2208,-1.1657993555725186
7993,0.582422636842821
9842,0.7828322332932527
6559,0.6909382758683155
9921,1.3066949836715331
3153,-0.2281617517298701
4441,-0.9431113142798998
7505,0.7331841326250529
8957,0.7289768841338301
6215,0.8371512833383861
9598,1.1551166221351457
2144,-1.3776710026796166
7411,1.032773890526538
8929,0.9803261556284872
2374,-1.226062911999797
2577,-0.7982127240730081
1632,-1.2422107999965526
4832,-0.4712845801133491
2298,-0.9578620031683132
5033,1.3104674265844631
156,-1.358921005563931
8046,0.3038250904528124
6706,1.0920523843671142
3349,-0.9771118780945973
2879,-0.674535957580763
3413,-1.101196100527336
7768,1.1476405346602812
4189,-1.1651027864870132
9610,0.5527026665240312
9734,0.6984606875661836
7251,0.8058723423860342
7613,0.7735004249641978
6919,0.9595761143125152
9681,1.5618194500131601
9671,0.8864448431711215
4794,-1.0452760518533284
5654,0.806082865340081
2495,-1.5331484570959708
7304,1.4225353537997016
2372,-0.6035733320065068
4091,-1.0259099985276847
9471,1.1141825206040596
3461,-0.6088131772411023
7006,1.3890892647909856
5391,1.0988900231447383
7172,1.4824688079417567
5696,1.004846346579023
5664,0.8280336672087646
4503,-1.116541337885219
2550,-0.7040114979075454
4715,-0.8727904410996983
847,-0.9903675811091528
3344,-0.8492827417210961
938,-0.8921418646853305
4825,-1.347844188521731
9693,1.1239395027422674
8863,0.8970787749566881
8610,1.4649999893126058
5354,1.054098627401161
5477,1.069156751811423
9723,1.6085023417534456
756,-0.6990223864285311
4750,-0.40190026989298766
2644,-0.5857541210824563
4162,-1.1749432957858537
8648,0.6680541097044571
3165,-0.9957681351637732
6497,0.1448288907120701
5987,1.2627846654763737
3873,-1.1800944686604735
7751,0.721691138763387
6523,1.1241665373005534
3418,-1.0325030045874946
9904,1.1394801329208464
2061,-0.7017796628896412
549,-1.2491802201808866
4453,-0.9841413239228638
2812,-0.6029789725031746
8777,1.1706604629034376
8995,0.47146878425803923
2549,-1.3239984897245218
6069,0.2751591108712768
3169,-0.5112295062923101
7054,0.6114523303732871
4828,-0.876961968111117
9570,0.7206045834733286
1259,-1.1268326598453504
8712,1.1121295778103482
3661,-0.6531877962435935
7922,1.0128072331005704
1024,-1.1048625705882935
4965,-1.1471115572113453
752,-0.36044701004276436
3942,-1.4148559949464965
3710,-0.8389607095530469
9960,1.0711019105219075
1951,-1.3804988125861344
6314,1.1544290972808622
351,-1.4381210306160896
1511,-0.8076824382379781
4829,-0.7584849392494597
9616,0.7461361101835008
3746,-1.0828496176652873
5799,1.226326126005393
701,-0.6005302002316324
3693,-0.21957758379554337
4614,-1.0254740568592893
7213,0.8102561733114794
561,-0.7671181893033538
2318,-0.8502066558747781
3098,-0.6354615791332725
4838,-0.9321831012171948
3150,-0.94451375031872
5608,0.7523651128826498
4299,-1.29308579633504
4618,-1.0103701985158746
4074,-0.9636536240202528
3994,-1.1147371006717013
6373,1.486949415214269
6167,0.8436545621301715
1047,-0.7040475037538669
2939,-0.7575587900666817
1808,-0.5930082072863939
3166,-0.6684557436993451
414,-0.6532770483443401
1340,-0.9777446321229976
9371,1.1204482157570734
7740,1.3866749013267108
5060,1.1064385782159851
4633,-0.6798055686512448
4609,-1.073366531852818
7366,0.6619925163260642
1469,-0.6217431773956521
1710,-0.9658684374088093
6270,0.9309560002983098
8732,0.9144196286529873
2271,-0.6861448051135717
1583,-1.060107183901627
1412,-1.064776502757642
4111,-0.3177193318319754
7652,1.2984827538410146
6693,1.0272172770444532
1722,-1.4633668561208035
2024,-0.5681969763783629
2212,-1.2834099100237402
1507,-1.4108769157276952
2622,-1.1309874408794813
5290,1.4895215562301614
9128,1.1580258750709165
1321,-1.2746516831787056
842,-0.7195506649745262
1146,-1.0776984957014475
3624,-1.0010857578514805
4280,-0.5227427520952307
9010,1.0661543917739715
8986,1.2944548397180542
4681,-1.3770617886949932
463,-0.6535966455800225
1754,-0.9081418330168556
3936,-0.7673209073138081
7933,1.409795733817994
9460,0.9482748385222906
4401,-1.0065520441439202
4700,-0.4805763014779013
8991,0.6536481936616341
378,-0.9390142518516648
3106,-0.7541740029288285
8215,0.37365816864747314
1335,-1.0145302495036916
1223,-0.9221288216821404
3848,-0.6194462247385305
2716,-0.8751201082900297
6837,1.2432638213648575
2952,-0.4983139514981907
1350,-0.32250508914511633
1082,-1.1749111032028001
6453,0.9496888739630888
1811,-1.2424463063837798
4121,-1.007559297409409
1351,-0.7121763041174111
7817,0.2687732479318574
8796,0.8371916450376368
1894,-1.0750073055603369
6639,1.2882418899674704
565,-0.9852832403286571
3903,-1.289917391936116
7100,1.0291092316968347
3673,-1.1541896297140954
4366,-1.098987373499564
7545,0.18653766167536773
1212,-1.2347510452502144
1189,-0.946656873073605
3955,-0.5370301721515771
898,-0.6802130103734124
4786,-1.1289708956240365
8092,0.9659110664721979
4602,-0.8387451886281282
8896,0.3508409662119172
3454,-0.8535715057091683
3609,-0.733427196969976
8157,-0.09666983288702487
8765,1.2053224481020837
9677,1.4698282575854822
7572,1.2659732397171866
3909,-1.0574963360161533
4028,-1.2768316355255012
3931,-1.0434523635113615
2332,-0.8763774963067901
7302,0.5281911900312884
2262,-1.4274592983341972
9260,1.4017518306195784
5781,1.5982747788944274
2595,-0.9505963038027275
7200,1.3397158988710958
3593,-0.5022120284558411
5216,0.4806694170645287
1030,-0.6870135677571616
7433,0.9734944793746155
7877,1.3110173547367554
8823,0.0405631551554157
8236,0.24564232501576144
5733,1.2601602377137247
5378,0.8073171077569439
7762,0.9452802756312851
1755,-1.1588068278567076
7355,0.0995494853320965
4161,-1.1106415343782725
231,-0.44909761873175924
8104,1.1082085304592673
110,-0.9056572814748948
5457,1.0904053518442771
6708,0.5391801213079925
2514,-0.8224268215281949
5961,1.0637978189245327
4279,-0.8529562044464487
4720,-0.376126132219209
2917,-1.4868097387383101
9390,0.8602565215367771
2992,-1.269528080096608
2317,-0.9677430383651355
4847,-1.1860608309027627
4292,-0.8048901562585701
6991,1.0379860535979712
1515,-1.0541448647090979
216,-1.0098371681558984
9213,0.9290296464704307
9061,1.5445272138182315
8417,1.394592674214967
2263,-0.9442431709908107
5326,1.4587732798918225
6840,1.0082504889862893
8498,0.2781655988097884
6010,0.7020877366306764
893,-1.0004290941028309
1490,-1.124770942968609
3003,-1.1092111276818717
1850,-1.0500455305593128
5199,0.6476219167700853
6380,0.6982024644221135
324,-0.9058450363026629
1215,-0.8304569512967409
2899,-1.2784177049122094
2933,-0.7598842000150535
3658,-1.277901342099401
8678,0.8418749781177498
6673,0.7604117680151056
7972,0.5081882988071295
8586,1.1770366940737178
6169,1.2585586121025454
9724,1.0263898622098118
1129,-1.0600717110131979
8856,0.520452751511294
2918,-1.3963193094113513
3902,-1.2642922471818427
7947,0.7335102368087725
9097,0.035425294303057804
3827,-1.100136688021368
4923,-1.3866651138441535
208,-0.5725796767175733
3254,-0.9860220841662267
2795,-0.8500320809764379
5106,1.2280437915019191
9011,0.34061936587665154
798,-0.7114267254438078
9105,0.8784981749754465
734,-0.8114998339934488
2244,-1.1110002324687598
178,-0.8596222784829168
5830,1.4351323318670117
7008,1.1984623351964674
1174,-0.5429356551917262
6642,1.5301795470459176
5848,0.8597726398014407
1831,-1.4244082542903025
7995,0.9623202512058966
9279,1.1840793519373092
7897,0.7787841383206666
8597,1.1423109557364821
8522,1.2353836582418118
198,-0.35778775150962927
7928,0.575092401872067
7076,0.7577006543302022
9284,1.1011112925705524
1097,-0.5641746381324225
548,-0.8780632462482887
6908,0.7086671522642305
8229,1.1495636778984473
4706,-0.7476396424180304
6912,1.3427411916922125
3369,-0.8460395136115959
7583,0.9628394494280772
2532,-1.172910994332064
4055,-1.1437339865618559
2314,-0.6852585296204081
6653,0.996836383900432
6885,0.938727920682456
5937,1.2925564638862466
2815,-1.3773533327150735
3437,-0.9371467132753961
3880,-0.8224652096320835
4157,-1.0504900931197436
66,-1.2284666433669094
7866,1.2460863883783742
616,-0.652973407739532
1118,-0.9878948335296
3260,-0.8919278559481666
3401,-0.6715072473162244
3692,-1.0560281759953156
937,-1.187872353861651
6604,1.122462631474227
2572,-1.3383345470044326
7536,1.618261158514347
6324,0.49564085555253634
622,-1.4616120739139158
1681,-1.0075102854641595
2126,-0.824527149874138
787,-0.7929419764537681
3332,-1.0082879898209611
7236,0.9950453334961774
1092,-0.6895568244733716
9103,0.9897235517188244
5020,0.8985739924516607
9353,1.1966350509940218
5944,0.9345958917216551
3280,-1.3333657704833501
8186,0.7611236016200741
2201,-1.2081477870013448
1160,-0.8726864189103041
5581,1.1450266559781186
3592,-1.0716998734537206
3952,-0.981442065569804
9691,1.1642470806236198
6247,0.6155962843815938
4153,-1.1735350614220117
478,-1.0476599812204013
1352,-1.0905667497946345
4309,-0.8526211427174294
5698,1.17418202116307
2647,-0.8437683236436438
8460,1.0196113900140438
8198,0.4871593948417886
7689,1.1149622352486772
9257,0.41746116141507933
2589,-1.3736006936368055
1033,-1.153978346767598
4686,-0.9353900253541856
5011,0.4705987144457805
2598,-0.19204277202409734
5819,1.1513377580427895
4608,-1.0803207347592232
8470,0.635691365396087
9040,0.9281297640394074
7450,0.15472025896255637
4671,-0.781719791706504
5583,0.04881758130787818
3717,-1.0271842526895194
9327,0.5352242161257406
3928,-1.0939600193105097
3617,-0.5163731819812938
1425,-0.9040310164222893
9378,1.2513338679366515
2919,-0.9551870742054437
3819,-0.8732329351230426
1871,-1.0295410993563954
5487,1.3343326572335195
480,-0.7722784160409647
5972,1.1858428830011654
9600,0.719337317847988
2888,-0.6977058249500796
6686,1.5683777674857426
6315,1.1045282773366718
527,-0.6622400846696992
4129,-1.338604580073435
722,-1.0807153662284354
5120,1.1517221114970186
4722,-0.6661450212815996
220,-1.1084302356681404
9188,1.3070353061811248
1935,-0.9675568438839679
344,-1.1866874884799534
8332,1.0625204628743794
9674,1.313543630185317
4483,-1.2282782803617183
9706,1.058146722373747
8486,1.2388350421834287
9216,0.6079628780107857
6903,1.0742065507745062
9154,1.5295599032312837
5960,1.141942196575145
7034,0.734365170983812
6051,1.073627727314796
2391,-1.242431941288092
7181,0.6705652495157998
4328,-0.7810092854510539
6452,1.2773726678214985
1983,-0.33692415071819254
8246,0.7152612448793301
1554,-1.1815698809448174
4850,-0.9090973402906263
9095,1.3237422977369178
9922,1.0752632934458002
7532,0.8417584795767304
6853,1.0222449908901583
4641,-0.31642783038220157
2881,-1.171204921357681
1677,-0.6511785766365626
4885,-1.3209743499637676
1964,-1.2718872847123004
901,-1.3201671136854731
7130,0.6458285730874644
3068,-1.1429382666688626
2296,-1.467617317773598
6237,1.4783789753028993
5862,0.6568496102613002
296,-1.0928053591568334
8778,0.8095191136444789
57,-0.9590027004673268
7242,0.9785387744696195
4385,-1.1163643788946889
2984,-0.37772840040698674
27,-0.4556533296641502
4407,-1.1160636227754102
9877,0.8920331038946644
2676,-1.004027964280067
8545,1.0901118122133622
5262,1.069780064871444
5841,0.48708050606597997
7021,1.0789701485974479
3248,-0.9322142196286615
5667,1.1032660569237374
3884,-1.1634875860438707
7663,0.9481395350986657
295,-0.7602559574085267
3161,-0.9044911430043383
2580,-1.1789745122296622
3870,-0.937304067946482
9210,0.6236768800338739
4404,-0.9829144374256896
6952,1.1226626053477875
648,-1.0753286080778124
1370,-0.2643313679392872
9855,1.1299584411430434
6992,0.7205408303347391
5532,0.8848069837617509
9620,0.8750188130377579
5708,1.349824669910728
4209,-0.5614811281109162
681,-0.7031027317747855
434,-1.2310321283716703
9309,0.5899033108744184
4824,-1.2642953330172129
9761,0.7371354512505716
3159,-1.101133659602628
1489,-0.7241912196986459
2987,-0.6966711413233934
812,-0.6334484582010845
1882,-0.11028533201374917
9267,0.8360486750997621
4936,-0.973483346196313
9935,1.1302244614335601
1940,-1.126843556586837
3296,-0.9946281075020422
3534,-0.671527471279483
4525,-1.2145849533297577
3729,-0.7023195694154717
7015,1.218380375121065
1612,-0.9908846282362257
1181,-0.8041605217682648
1375,-1.231272254797495
9224,1.0854706754551933
3946,-0.9222031917822553
7210,1.1594334893322884
5211,0.7984994524376634
63,-0.3786675992609816
626,-0.8414912738908096
4421,-0.8129849280404006
1669,-1.2664444311382097
2112,-0.17250280655756117
5804,0.9771366640763275
9763,1.1172834916112715
4032,-1.339166923576148
6545,1.1360181998987433
7948,0.7635031072531783
84,-0.5202166394694332
9180,0.562678886074079
1462,-1.0678785529816535
2283,-0.9149261122521036
2887,-0.7007834146083779
5834,1.024923540022257
684,-0.3977376472228106
4469,-0.05158635970681872
418,-0.42829077933182796
5228,1.236380775675576
4253,-0.9109947006587732
2709,-0.9995801949191404
2357,-0.8209603314726636
8059,1.1281774811636018
1366,-0.9341473422969673
6277,0.9601099895162417
3916,-1.2056049632560906
293,-1.2371387777901308
2639,-0.5430760015344789
9458,1.1556183914417408
1506,-0.9590743158814681
9037,0.9103683230906877
7393,1.1697903930911788
1634,-1.0090393916508658
2457,-0.9574459079895572
9891,1.0822146788304041
5558,1.410651126648707
9751,1.1235253366692737
2300,-1.0792960998196834
4537,-1.181849709064379
2938,-0.6966572876287812
1563,-1.194535047147151
5689,0.5060927010358011
8658,1.3546712844105377
7517,0.41019101033752875
1979,-1.1185496576098186
1883,-0.7156267973497105
3803,-1.0668442206852131
438,-0.9956681633626299
4635,-1.4040323443695688
4528,-1.2473044230505645
4332,-1.0487368808912256
3573,-1.2790239041530922
8741,0.8524075469995159
8911,1.2927041510130508
4817,-1.1781834623687344
6435,0.7509717169471507
2986,-1.1333274172733818
7838,1.0386584428150356
704,-1.0940717060948604
2280,-0.5867737796079405
8734,1.0851830983480313
4147,-1.2343389880760063
5412,0.6920739073154178
373,-1.1679513624877953
6405,1.1274601436905534
9223,1.1856433677832778
2585,-0.8330634130580108
1332,-1.0746983009774294
9572,0.7928300096599457
5282,0.3690463858523956
9131,0.5008722821622482
8315,0.8891133018784075
9809,1.2024200750014125
1784,-1.112391427315683
3182,-0.9516115353836532
494,-1.130617826325314
7363,1.2448980115288417
2860,-0.9770025483417516
7929,1.411673928800176
4041,-1.0697970183906074
7178,1.037573263491997
2897,-0.7083895121617416
366,-0.8892930483489753
849,-0.7991529998505239
7440,1.2269953046327446
9454,1.22594956969761
4301,-1.3743069908091416
2653,-1.3335787353202015
3503,-1.4134488631908932
1541,-0.3064427564843807
4165,-0.9875164118691934
8866,0.07139674144898855
322,-1.2217741544329042
2031,-0.5222926764936067
813,-0.803464270531141
8939,0.802440221982696
9375,0.8743844922415778
1079,-0.7302708364103772
2226,-0.3354529149524094
9136,1.3545800119315499
9531,0.4787311381891437
2705,-0.9148772434074243
6824,0.3263189406386883
7556,0.9338583733989814
1164,-1.0225513891623856
3261,-1.010535791101509
4687,-0.7354152161358197
1450,-0.6998833363313819
3862,-1.0997530009938319
6103,0.9592032272501186
9215,1.2165150224977352
7120,1.057677058964283
6398,1.3302735545247748
9588,0.4505949059102748
6214,1.0304796948486687
9645,0.7160542605384738
